,No Sinking,Sinking
0,55.74716954795369,10.429590700793202
1,30.999618157939295,16.46796544679654
2,44.172558419418955,9.920971219200121
3,17.39553424744741,11.903309110710305
4,9.132964738511834,36.34618426971237
5,5.344426683809673,4.828486038804156
6,52.11142915643225,16.1847744853836
7,3.8173199501502406,25.6298473961159
8,10.302735287860383,19.267083610101775
9,42.17917811412587,3.631102725627377
10,108.11982702398355,5.736261951167375
11,75.05828505798635,2.245933906998312
12,48.62137458630546,9.295315301281201
13,55.29897893355074,14.321368615406254
14,3.2517352536915873,29.35449785257208
15,3.9793980292651927,6.004917197327299
16,5.182124030192533,3.796061946609785
17,35.59592646318629,106.73173427973236
18,54.01011314344107,55.446967511294716
19,13.130156387202248,33.11283973064235
20,9.956684143524999,46.20107043749444
21,145.08814221198966,48.17358094359153
22,4.15100330441422,6.87949283049313
23,0.11907674285526018,10.33693672810412
24,5.951640459008259,4.430558229406696
25,103.75913295808243,8.32581108019872
26,8.006418991243216,14.676111238882896
27,65.29882864926347,27.01686256525542
28,26.46942486098254,4.085675661986148
29,21.622869836771216,40.937881861861435
30,0.7051200754306443,35.264392540210636
31,0.8219865045788592,8.833117327660498
32,25.335762032952204,5.371394536164031
33,54.15205202946892,42.795339909009314
34,28.328826703237684,41.199548671966404
35,51.22704924946849,3.3261454885546904
36,21.367700061976272,33.9939936219324
37,63.34520482769115,8.143317291458951
38,18.854813254111995,5.930243021245659
39,6.728498226785205,12.037249826101121
40,6.556670790152438,6.724801907264068
41,39.98486404828468,3.7559230220311317
42,9.774625934264078,37.65636333311983
43,34.20307332258535,27.395559001876205
44,4.6182643632487865,24.373427113755632
45,86.66379562500313,30.687277524055546
46,122.7711692171643,21.45275886341895
47,83.48767048275376,6.552728311072759
48,100.09732472795446,0.5059905841489247
49,0.37415184402163826,15.048374832886655
50,151.89583330533827,8.681198902413389
51,70.94168988020007,62.06654590218099
52,58.41818529165514,3.281354472938689
53,95.6201617133191,31.223269169505084
54,65.45992418910033,1.602169596660294
55,20.879940717622862,14.598476833540264
56,89.95093831137703,9.418267560732433
57,27.158796568376694,11.353578366101495
58,4.8859902306633245,5.137633086149614
59,50.08221114451736,11.466298088207758
60,8.74035526735575,8.501411558202857
61,0.9999187832821728,21.902159837044103
62,25.479031301626396,10.742992447074949
63,60.33493591565054,14.503837999514301
64,3.2538712512990795,0.4278489814030974
65,32.450876815194235,18.1089762808481
66,5.387356102165484,8.881342524660775
67,12.10743388071023,5.826591030152726
68,135.10214969330445,13.83263214172167
69,2.2524216686113774,15.65780401174107
70,6.692646150500156,4.628885322256643
71,61.92196298937937,12.088928172276471
72,199.33727079129932,11.301991792383088
73,4.541353236678587,61.507245973980986
74,50.705140047330964,2.7486562759506326
75,55.01636239938195,3.710300918807836
76,55.76765017333944,10.245259797127567
77,90.32442797355924,3.0155618651630873
78,121.76667270240648,31.16565665635546
79,50.52583344661808,40.86870315729746
80,51.918794989579425,9.998616495469966
81,22.084514905260434,4.331891601358143
82,4.986021934861559,6.464200333363079
83,53.10434361148488,11.350747901416572
84,26.662772490239746,14.060589980820948
85,9.129310833951184,27.176465870070096
86,60.84691583434549,10.179178776034382
87,11.610397945236128,12.575722635862249
88,94.46660950571513,41.10026156570438
89,0.8536487947544079,33.218268980819374
90,104.57266087734382,24.342037301696582
91,34.302959639668316,39.257000525638354
92,22.835790927793987,0.3168727642032146
93,11.59604874271441,5.365652797210236
94,0.10628048167215308,32.96608479682958
95,88.25660314158547,6.137080304658809
96,28.332222354478198,8.593324915572083
97,3.154870857611944,15.515618793096351
98,21.920914346069097,0.7470908244648983
99,80.63594421996268,30.89164552151888
100,38.340125371245605,32.351841919174035
101,112.78768843639817,4.28906063692149
102,13.128756194674114,4.85204751342361
103,2.836173805801169,2.507574598975139
104,8.995820078503469,23.68983868300142
105,11.11133068224051,32.08198296568147
106,15.216608397212369,66.71849215514466
107,8.359162699327484,0.49480956982716995
108,63.00108182300421,17.308711856912577
109,3.6552241271558183,76.15762967688087
110,351.7371666514789,30.089009883862904
111,48.364652569691955,49.57178614022247
112,24.040815877576975,7.355709748931167
113,69.88241814497286,5.947463495462443
114,7.154168929395525,56.37499901290594
115,29.912305984716625,10.699884630762678
116,0.418814383876591,10.581198103065384
117,24.428808127958245,7.422132752800776
118,15.692644513745849,52.13179432484555
119,92.89120025684119,2.5484616175438535
120,3.969092119724634,10.74990812801725
121,4.779798600241635,52.44454996517982
122,157.09954811453696,1.814753616722169
123,8.786607622288596,15.070344583572588
124,6.808108227014554,6.061846042382329
125,82.17276740773784,5.312157010881799
126,140.6949982333777,63.20634440937593
127,73.742126884322,2.6363820596600878
128,59.847846121281776,36.5028615098586
129,108.41772397230694,13.557793114933235
130,14.140361131282322,11.927268001965084
131,38.77276571768074,15.181667683970781
132,56.51454920856426,2.5517031198316493
133,44.60547230301114,30.13149920604681
134,18.173416755869,2.239162706313472
135,22.850964530674215,60.282744643850954
136,30.536211293472242,12.959807899362016
137,45.693584285968385,53.86582805979845
138,0.10731668131652558,7.6296629051502745
139,36.53440531780673,8.724480838949196
140,0.25622941836507485,1.4456083350941173
141,32.86693325760912,5.55497836128605
142,9.6644572593447,15.88244418185025
143,58.269278162738786,5.985358936019431
144,89.51904685772425,20.76507802726908
145,15.491738544209102,27.23339308840815
146,24.383978396910493,77.64373812221353
147,80.11762248642702,10.481767304617904
148,2.5742651472762823,5.857097254571432
149,46.93907441106101,31.799233054131058
150,19.75894838506407,39.174766601647306
151,20.662459647209708,14.189000139982092
152,4.269428501127957,35.39852122550632
153,6.592899849429001,17.890264401697912
154,15.31881191989951,14.707615915529964
155,5.109390557805889,22.219871228601804
156,103.66962987674734,5.759111678354221
157,24.214340516782947,18.97398395555893
158,5.530577855649311,17.94954244560543
159,62.76669698914998,4.635126668294118
160,32.82542678773244,35.73714139175158
161,187.94301691312003,19.688672848993285
162,7.919360417928914,64.38364165139247
163,6.444168701822975,5.549739851027448
164,8.062116990471226,3.0745828105188195
165,6.608467134718958,16.280449272118897
166,29.424263242806425,23.895325864369482
167,26.680423705281385,9.131066574899462
168,10.63323727375404,38.61764251541226
169,10.759535285996268,16.199155166302994
170,52.572464319230946,42.99700008228742
171,89.65108466950915,5.544983462392794
172,5.908203217763299,16.034185930715566
173,32.6487375630667,108.80389555679342
174,90.29568605935981,20.78102357406974
175,47.46521510910543,3.5885385976523194
176,32.96394923362259,65.29883450591285
177,1.621690509616886,55.14723589753433
178,28.582266282554013,31.501599723765516
179,57.78865174226168,15.427954275396774
180,47.5425929936515,26.355303766433572
181,20.18843056003311,12.14196765439592
182,2.9592936634439893,27.0730138403909
183,13.986875308117195,0.2604155786455593
184,3.96216810093177,16.768042418273236
185,39.47487211649958,18.967687369577593
186,46.32811452643082,5.538341445054861
187,74.48048464820451,3.875371179767206
188,249.97647235444867,3.8582122266483663
189,19.87127978459764,5.166211207038672
190,6.5489678443787165,59.5233494049859
191,66.64011927775029,2.2595985916255126
192,18.792222400911093,23.34343600635185
193,6.643457590781631,45.29704054139092
194,57.22260820104668,9.696345731851538
195,65.80463467144367,68.93379300882734
196,40.77263845004055,28.86947750734327
197,18.10256306305703,0.6412583099857424
198,129.46061839709807,0.1710056326271808
199,11.996037858158932,7.130354533496156
200,36.290159852069465,71.09460011000354
201,34.369294710076716,0.9191708727593315
202,110.9426371205071,13.759539008133814
203,14.594292279536003,0.28101462296378943
204,48.85907722347479,22.738527475256742
205,26.325161779514524,15.916408639872238
206,0.7585802746155801,13.141625662759964
207,62.01304455275417,4.221216953193734
208,16.055722387575916,8.832847196049276
209,64.33186925089457,6.957379058655037
210,40.776314059058635,0.5591111660381591
211,31.962671937150652,14.146374529705579
212,100.21806350345257,28.56206089556271
213,7.2813473531043975,15.65881462785991
214,8.736778318226888,13.5840727543298
215,3.9290566639422497,28.65415485690629
216,360.0705553824643,0.6689083651646548
217,17.09638263094199,17.060752287780726
218,28.534321086919835,19.404245294961886
219,53.40847752673739,27.77709019803369
220,36.161715780537115,11.41373350522249
221,24.168280321648208,17.558427716375466
222,23.39419449427964,64.03116785505473
223,1.836560703500378,21.335224698108792
224,2.6354636464894066,39.209772893474394
225,1.5940512355501226,71.60562348661679
